objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
-1970151592	-1396403537	object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
-1970151591	-1396403537	object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
-1970151590	-1396403537	object/cell/cell.iff	23	0	0	0	1	0	0	0		$|
-1970151589	-1396403537	object/cell/cell.iff	24	0	0	0	1	0	0	0		$|
-1970151588	-1396403537	object/cell/cell.iff	25	0	0	0	1	0	0	0		$|
-1970151587	-1396403537	object/cell/cell.iff	26	0	0	0	1	0	0	0		$|
-1970151599	-1396403537	object/cell/cell.iff	27	0	0	0	1	0	0	0		$|
-1970151598	-1396403537	object/cell/cell.iff	28	0	0	0	1	0	0	0		$|
-1349086614	-1396403537	object/cell/cell.iff	29	0	0	0	1	0	0	0		$|
-1831641016	-1349086614	object/tangible/collection/dwartii_statue_braata.iff	29	11.5056	175.335	-30.4166	-0.362358	0	0.932039	0	systems.collections.consume_click	collection.slotName|4|col_dwartii_statue:dwartii_statue_braata|$|
-1970151601	-1396403537	object/cell/cell.iff	30	0	0	0	1	0	0	0		$|
-1970151600	-1396403537	object/cell/cell.iff	31	0	0	0	1	0	0	0		$|
-1970151599	-1396403537	object/cell/cell.iff	32	0	0	0	1	0	0	0		$|
-1970151598	-1396403537	object/cell/cell.iff	33	0	0	0	1	0	0	0		$|
-1970151597	-1396403537	object/cell/cell.iff	34	0	0	0	1	0	0	0		$|
-1970151596	-1396403537	object/cell/cell.iff	35	0	0	0	1	0	0	0		$|
-1970151595	-1396403537	object/cell/cell.iff	36	0	0	0	1	0	0	0		$|
-1970151594	-1396403537	object/cell/cell.iff	37	0	0	0	1	0	0	0		$|
-1970151593	-1396403537	object/cell/cell.iff	38	0	0	0	1	0	0	0		$|
-1970151592	-1396403537	object/cell/cell.iff	39	0	0	0	1	0	0	0		$|
-1970151591	-1396403537	object/cell/cell.iff	40	0	0	0	1	0	0	0		$|
-1970151590	-1396403537	object/cell/cell.iff	41	0	0	0	1	0	0	0		$|
-1970151589	-1396403537	object/cell/cell.iff	42	0	0	0	1	0	0	0		$|
-1970151588	-1396403537	object/cell/cell.iff	43	0	0	0	1	0	0	0		$|
-1970151587	-1396403537	object/cell/cell.iff	44	0	0	0	1	0	0	0		$|
-1970151586	-1396403537	object/cell/cell.iff	45	0	0	0	1	0	0	0		$|
-1970151585	-1396403537	object/cell/cell.iff	46	0	0	0	1	0	0	0		$|
-1970151584	-1396403537	object/cell/cell.iff	47	0	0	0	1	0	0	0		$|
-1970151583	-1396403537	object/cell/cell.iff	48	0	0	0	1	0	0	0		$|
-1970151582	-1396403537	object/cell/cell.iff	49	0	0	0	1	0	0	0		$|
-1970151581	-1396403537	object/cell/cell.iff	50	0	0	0	1	0	0	0		$|
-1970151580	-1396403537	object/cell/cell.iff	51	0	0	0	1	0	0	0		$|
-1970151579	-1396403537	object/cell/cell.iff	52	0	0	0	1	0	0	0		$|
-1970151578	-1396403537	object/cell/cell.iff	53	0	0	0	1	0	0	0		$|
-1970151577	-1396403537	object/cell/cell.iff	54	0	0	0	1	0	0	0		$|
-1970151576	-1396403537	object/cell/cell.iff	55	0	0	0	1	0	0	0		$|
-1970151575	-1396403537	object/cell/cell.iff	56	0	0	0	1	0	0	0		$|
-1970151574	-1396403537	object/cell/cell.iff	57	0	0	0	1	0	0	0		$|
-1970151573	-1396403537	object/cell/cell.iff	58	0	0	0	1	0	0	0		$|
-1970151572	0	object/ship/star_destroyer_bridge_exterior.iff	0	500.722	1079.397	1071.42	1	0	0	0	structure.filler.filler	$|
