objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
-207731532	-7089454637	object/cell/cell.iff	39	0	0	0	1	0	0	0		$|
-207731531	-7089454637	object/cell/cell.iff	40	0	0	0	1	0	0	0		$|
-207731530	-7089454637	object/cell/cell.iff	41	0	0	0	1	0	0	0		$|
-207731529	-7089454637	object/cell/cell.iff	42	0	0	0	1	0	0	0		$|
-207731528	-7089454637	object/cell/cell.iff	43	0	0	0	1	0	0	0		$|
-207731527	-7089454637	object/cell/cell.iff	44	0	0	0	1	0	0	0		$|
-207731526	-7089454637	object/cell/cell.iff	45	0	0	0	1	0	0	0		$|
-207731525	-7089454637	object/cell/cell.iff	46	0	0	0	1	0	0	0		$|
-207731524	-7089454637	object/cell/cell.iff	47	0	0	0	1	0	0	0		$|
-207731523	-7089454637	object/cell/cell.iff	48	0	0	0	1	0	0	0		$|
-207731522	-7089454637	object/cell/cell.iff	49	0	0	0	1	0	0	0		$|
-207731521	-7089454637	object/cell/cell.iff	50	0	0	0	1	0	0	0		$|
-207731520	-7089454637	object/cell/cell.iff	51	0	0	0	1	0	0	0		$|
-207731519	-7089454637	object/cell/cell.iff	52	0	0	0	1	0	0	0		$|
-207731518	-7089454637	object/cell/cell.iff	53	0	0	0	1	0	0	0		$|
-207731517	-7089454637	object/cell/cell.iff	54	0	0	0	1	0	0	0		$|
-207731516	-7089454637	object/cell/cell.iff	55	0	0	0	1	0	0	0		$|
-207731515	-7089454637	object/cell/cell.iff	56	0	0	0	1	0	0	0		$|
-207731514	-7089454637	object/cell/cell.iff	57	0	0	0	1	0	0	0		$|
-207731513	-7089454637	object/cell/cell.iff	58	0	0	0	1	0	0	0		$|
-207731512	0	object/ship/star_destroyer_bridge_exterior.iff	0	500.722	1079.397	1071.42	1	0	0	0	structure.filler.filler	$|
