objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
10951572	10951568	object/tangible/poi/spawnegg/interior_spawnegg.iff	4	91.80693054	-76.24759674	-83.33487701	1	0	0	0		intRandomYaw|0|1|$|
10951573	10951568	object/tangible/poi/spawnegg/interior_spawnegg.iff	4	73.31215668	-77.06681824	-88.07292175	1	0	0	0		intRandomYaw|0|1|$|
10951574	10951568	object/tangible/collection/rare_melee_white_thranta_knuckler.iff	4	92.0613	-75.169	-62.7524	-0.0743107	0.750478	-0.652659	-0.0727811		$|
10951575	10951568	object/tangible/container/loot/placable_loot_crate.iff	4	61.0221	-75.2442	-57.589	-0.291502	0	0.95657	0		$|
10951576	10951567	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
10951577	10951567	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
10951578	10951567	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
10951579	10951567	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
10951580	10951567	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
10951581	10951567	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
10951582	10951567	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
